TimeStamp,Gamma_TP9,Delta_TP9,Alpha_TP9,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Heart_Rate,Optics_IR,Elements
2025-01-01 10:00:00.000,8.7992245026882,11.14681126394528,15.602459879591425,-0.09425505695230242,1.027243145541218,-0.01518585396463297,72.39627668675132,0.24441704540527903,
2025-01-01 10:00:00.100,9.369094267406195,18.21524229730779,17.495712079808403,0.05409541535730259,1.001570312951163,-0.08964707879937828,66.1105609867474,0.6144831559682872,
2025-01-01 10:00:00.200,12.281135914638378,16.046275862744686,17.69056244842266,-0.03760867841636459,0.9425059840737656,-0.014869548662476556,71.99846283594634,1.0996647517721354,
2025-01-01 10:00:00.300,10.587163139978673,23.613156005323525,14.636485696050695,-0.04406527025664983,1.0846903248985351,-0.09894528771548539,74.7312766693443,0.7004522238452447,
2025-01-01 10:00:00.400,10.88384991452874,10.68108255160883,18.65891291542527,-0.018133732064598274,0.9418570463979442,0.014441194554802313,74.07253685001125,0.2850212395901083,
2025-01-01 10:00:00.500,11.164474671930895,20.785287961834754,14.588481884504514,-0.08727718658565695,1.144943937402196,-0.03123875351124448,75.96129359983284,-0.5742220941782916,
2025-01-01 10:00:00.600,8.373164647285673,19.109832454246398,11.601791962960775,0.013490427561059568,0.9886160028128729,0.017517669650118757,70.66926676920401,-0.9855112477909136,
2025-01-01 10:00:00.700,11.030039943589925,19.46772478986918,11.093865788820274,0.020031973786675164,0.9272131133778794,0.04404107837283006,68.63521726417912,-0.779804304259602,
2025-01-01 10:00:00.800,11.687861789764545,21.181123147413714,14.860714123102538,0.010062297246749133,1.006933767535713,-0.08104038340719702,74.24575942214163,-0.16191176728656528,
2025-01-01 10:00:00.900,11.258481134127248,18.199830422831553,14.979566780177919,0.01286884150390755,1.0728714899487988,0.09678521144580104,79.825631623141,0.3545607179299237,
2025-01-01 10:00:01.000,11.323427974820376,23.711221886978816,19.003598425900346,-0.02976510097215936,1.0121819308250133,-0.04280108402787161,72.83548001555447,0.993225627344526,
2025-01-01 10:00:01.100,8.140745210368259,21.321398236249543,12.252839243754192,-0.028156671652396388,0.9993390524438209,-0.053922632839351496,67.84023737601218,1.0713764721629975,
2025-01-01 10:00:01.200,12.130494433077722,32.24318241834571,13.089147587117438,-0.05944363051019678,0.9594149911246386,0.03432120660654172,71.65161113322831,0.4270845318844615,
2025-01-01 10:00:01.300,10.387613890110973,26.734883967293957,17.35296042022275,0.03090774459550138,0.9954190345123526,-0.021890873056670746,72.56598672906809,-0.3711233828888521,
2025-01-01 10:00:01.400,8.157743063056806,25.57001089287275,7.750740602481441,-0.021594217400688596,1.0875836321589063,-0.0828371543612986,70.5859852289708,-0.8539885329287462,
2025-01-01 10:00:01.500,9.560413220717543,18.023667048488356,12.583624273410422,0.01949612701074675,1.0229854083782512,-0.056058035854069876,68.48275653232476,-0.9349216199938296,
2025-01-01 10:00:01.600,10.902045663483552,22.368962285875707,13.787761426310155,-0.025040036791512777,1.0730430258499972,0.011792689369011112,69.4140911058143,-0.5543032840570595,
2025-01-01 10:00:01.700,11.66120158939401,22.29380184662829,9.06614612220207,-0.028502750048222843,0.9537993038934389,-0.04506537862990901,73.2020862937457,0.27092127973984664,
2025-01-01 10:00:01.800,13.45446794303941,24.326014878018036,14.821912849680757,0.020551555116736103,1.0284544722173043,0.030936339449863723,82.39593274779527,1.0348887015161876,
2025-01-01 10:00:01.900,10.660491653180362,13.922720367595165,21.81101251203266,0.10666314691054363,1.069978469005323,0.018470579447190733,71.30505680451066,1.0531979444004236,
2025-01-01 10:00:02.000,10.13741657504147,23.318832094824483,15.201421937988354,0.03633183185551412,0.9481442967810789,-0.034976701955545794,73.43514792412938,0.6671412006893827,
2025-01-01 10:00:02.100,13.321000220246415,27.065584402440077,15.518445795729235,-0.05261351872774708,1.0771107179066273,0.03843715581490645,68.91020479562977,-0.3410364951415071,
2025-01-01 10:00:02.200,12.55491916085276,15.604832851863275,13.665446767276606,0.0084046310939706,1.017609393281876,0.018406595361902048,71.43232767818448,-0.8183708692663256,
2025-01-01 10:00:02.300,8.45495965458068,20.19528339567345,16.939721768573655,-0.11189846406128073,1.0398594567935344,0.12425742538128148,67.6865378818611,-0.9256989109517533,
2025-01-01 10:00:02.400,7.3329136171907265,15.388984142914094,12.582370580872098,-0.02104621474899691,0.9027356594348586,-0.12319471495983472,57.58175866111312,-0.6223525410960122,
2025-01-01 10:00:02.500,10.306275417003969,29.278495731732665,14.150323397311348,0.05393789668961771,1.0136441713291173,0.019971200867523107,68.43309073050129,0.03824855424911976,
2025-01-01 10:00:02.600,14.015168351294186,20.718129751713537,17.373687661336042,-0.0334934408564291,1.0420602133848837,-0.009454937206959065,65.18059766876297,0.6090785426658054,
2025-01-01 10:00:02.700,8.878053871774801,26.69240023936792,13.039011524330684,0.010264245606169025,0.9647445370940193,0.050652953524222534,65.43218483625895,1.0090132476071325,
2025-01-01 10:00:02.800,9.306744083309463,21.024325015505653,19.228113840468055,0.007978801095514928,0.9883095291675739,-0.05405914635311744,69.4261684295617,0.9402977529155104,
2025-01-01 10:00:02.900,11.330379816325616,20.219905715402902,16.896908187124076,0.03213024084568734,0.9807403338576564,0.03354155447716727,73.92456565244838,0.2282348264349176,
2025-01-01 10:00:03.000,10.367805265145046,27.730447565517558,16.955892091368383,0.08365363904398888,1.0110396455005135,-0.05864045365057479,80.49766849983584,-0.659804487628769,
2025-01-01 10:00:03.100,10.195819934381614,17.812843776065435,14.557808722262951,0.0190466985621195,1.024443216704394,-0.04394569450389522,66.59204005480615,-0.8439145746600419,
2025-01-01 10:00:03.200,8.878909709153145,23.276155334765605,19.278143397330304,0.02097558761502361,0.9975074958977932,0.031033989169022155,63.47612572025599,-1.012759838923017,
2025-01-01 10:00:03.300,8.362565576934422,22.55240695150524,20.172464209539214,-0.08641490088134117,0.9712819945175862,-0.05394426168408905,64.0816937658419,-0.37193030496648605,
2025-01-01 10:00:03.400,9.819002774066654,19.14082782850191,11.137731599726258,0.08997417946747771,1.0240784843001212,0.01537569517767434,77.02800285899161,0.473701998084522,
2025-01-01 10:00:03.500,8.724819568092553,25.957937185839192,10.909345984296206,-0.040824163046852074,1.0944194255032609,-0.02568209556856481,63.635917762264924,0.9039189281248543,
2025-01-01 10:00:03.600,12.289615923992976,17.89388223072455,12.255204765426779,0.05024321265287314,1.1296963147943084,0.01973218785303144,75.74086325666251,1.078819984063045,
2025-01-01 10:00:03.700,9.531528494811539,24.438988289588302,12.780830027028983,-0.04402510889350578,0.9426639260180527,-0.006727446775920333,65.14579188994848,0.3744205550190993,
2025-01-01 10:00:03.800,8.736118077093757,17.850763479601802,15.15993284667435,-0.08263283388255077,0.929880610869749,-0.03459941405114833,68.75895435350299,-0.42307811902909326,
2025-01-01 10:00:03.900,13.422163283383822,20.0802136858018,12.56783661501579,0.008541818843848739,0.9596524384015935,-0.015364957732942185,68.00575329859257,-0.9217598716596391,
2025-01-01 10:00:04.000,6.971096646936806,19.26804464905729,14.840447670796728,0.028585057101967678,1.034970457206778,0.01645699856580923,70.67827823822994,-0.9990488837400371,
2025-01-01 10:00:04.100,9.903284739792573,13.536890799525638,12.218865320978413,-0.06665269450585448,1.0123503081436833,0.0016760557006169593,77.32672592016328,-0.47274156551347657,
2025-01-01 10:00:04.200,12.20636356219635,21.285137892815076,10.103683720738125,0.013095641479234425,1.0209623274141482,-0.0363748746797682,61.40768183768327,0.21102891519973516,
2025-01-01 10:00:04.300,10.588294499277396,20.712229375706546,16.13604811747535,-0.04407611891028851,0.9356832403070956,-0.035140107029360504,68.96527956909651,0.8681380335320135,
2025-01-01 10:00:04.400,6.918136388906712,23.308350953553703,12.545998491308389,0.07861268132732294,1.0660035524208016,-0.026958304763891258,65.4814271952151,0.9763554042743089,
2025-01-01 10:00:04.500,12.30326500484707,9.043717986238253,10.956850712480787,-0.0465743704529,1.0816784591352855,-0.0014192521970266179,71.82513464608736,0.6665688891018307,
2025-01-01 10:00:04.600,9.552961970449974,19.13631521228826,14.825903181704545,-0.019611850152345785,0.9774512111393622,-0.013164195199284814,62.3640288674755,-0.23424491170513206,
2025-01-01 10:00:04.700,8.119907101794643,24.657567845455535,17.242571020203297,0.10173782431244478,0.9141811827821615,-0.06907206527105508,69.76693219359137,-0.7303414441675439,
2025-01-01 10:00:04.800,6.303208317252118,17.01425733455035,15.231503529327295,0.02549932481838087,0.9513869332246448,0.029294640178278965,72.14775585619859,-1.173423132470819,
2025-01-01 10:00:04.900,13.153896503646752,32.318639029849734,9.03600433665474,0.09191336707783299,0.9037613884380309,0.10539083277599302,78.23049170148224,-0.7291704397737278,
2025-01-01 10:00:05.000,10.33639410362665,11.832336124912377,15.098246884994914,0.01122157171300984,1.0225617974308925,0.09213129262507057,71.17163617878936,-0.09787275767749808,
